no,kode_pos,kode_wilayah,prov_code,kab_code,kec_code,desa_code,full_code,is_kelurahan,is_desa,desa,kecamatan,dt2,kabupaten,provinsi,source_page
32731,69362,35.28.06.2010,35,28,06,2010,3528062010,0,1,Rombuh,"Palengaan (Palenggaan, Palenga'an)",Kabupaten,Pamekasan,Jawa Timur,163
32826,92161,73.06.07.2012,73,06,07,2012,7306072012,0,1,Julupa'mai,Palangga (Pallangga),Kabupaten,Gowa,Sulawesi Selatan,164
32957,93953,74.08.10.2007,74,08,10,2007,7408102007,0,1,To'lemo,Pakue Tengah,Kabupaten,Kolaka Utara,Sulawesi Tenggara,164
33163,92460,73.03.05.2003,73,03,05,2003,7303052003,0,1,Pa'jukukang,Pajukukang,Kabupaten,Bantaeng,Sulawesi Selatan,165
33185,31356,16.04.12.2026,16,04,12,2026,1604122026,0,1,Jenti'an (Jentian),Pajar Bulan,Kabupaten,Lahat,Sumatera Selatan,165
33712,69323,35.28.02.2008,35,28,02,2008,3528022008,0,1,Sopa'ah,Pademawu,Kabupaten,Pamekasan,Jawa Timur,168
34521,22864,12.14.22.2001,12,14,22,2001,1214222001,0,1,Fadoro Ewo (Fadoro'ewo),Onohazumba,Kabupaten,Nias Selatan,Sumatera Utara,172
34524,22864,12.14.22.2003,12,14,22,2003,1214222003,0,1,Lauso (La'uso),Onohazumba,Kabupaten,Nias Selatan,Sumatera Utara,172
34529,22864,12.14.22.2002,12,14,22,2002,1214222002,0,1,Soroma'asi,Onohazumba,Kabupaten,Nias Selatan,Sumatera Utara,172
34903,22864,12.14.21.2011,12,14,21,2011,1214212011,0,1,Balohili O'o'u,O'o'u (Oou),Kabupaten,Nias Selatan,Sumatera Utara,174
34904,22864,12.14.21.2004,12,14,21,2004,1214212004,0,1,Bawosalo'o Bawoluo,O'o'u (Oou),Kabupaten,Nias Selatan,Sumatera Utara,174
34905,22864,12.14.21.2002,12,14,21,2002,1214212002,0,1,Hilimbowo,O'o'u (Oou),Kabupaten,Nias Selatan,Sumatera Utara,174
34906,22864,12.14.21.2005,12,14,21,2005,1214212005,0,1,Hilimbuasi,O'o'u (Oou),Kabupaten,Nias Selatan,Sumatera Utara,174
34907,22864,12.14.21.2001,12,14,21,2001,1214212001,0,1,Hilinamazihono (Hilinamozihono),O'o'u (Oou),Kabupaten,Nias Selatan,Sumatera Utara,174
34908,22864,12.14.21.2010,12,14,21,2010,1214212010,0,1,Hilinamazihono Moale (Hilinamozihono Moale),O'o'u (Oou),Kabupaten,Nias Selatan,Sumatera Utara,174
34909,22864,12.14.21.2009,12,14,21,2009,1214212009,0,1,Hiliorudua (Hilioru dua),O'o'u (Oou),Kabupaten,Nias Selatan,Sumatera Utara,174
34910,22864,12.14.21.2007,12,14,21,2007,1214212007,0,1,Lolomaya,O'o'u (Oou),Kabupaten,Nias Selatan,Sumatera Utara,174
34911,22864,12.14.21.2003,12,14,21,2003,1214212003,0,1,Simandraolo / Simandaolo,O'o'u (Oou),Kabupaten,Nias Selatan,Sumatera Utara,174
34912,22864,12.14.21.2006,12,14,21,2006,1214212006,0,1,Simandraolo O'o'u,O'o'u (Oou),Kabupaten,Nias Selatan,Sumatera Utara,174
34913,22864,12.14.21.2008,12,14,21,2008,1214212008,0,1,Suka Maju,O'o'u (Oou),Kabupaten,Nias Selatan,Sumatera Utara,174
34919,75776,64.07.16.2006,64,07,16,2006,6407162006,0,1,Mu'ut,Nyuatan,Kabupaten,Kutai Barat,Kalimantan Timur,174
35260,85567,53.02.26.2004,53,02,26,2004,5302262004,0,1,Oe'ekam (Oe Ekam / Oelekam),Noebeba,Kabupaten,Timor Tengah Selatan,Nusa Tenggara Timur (NTT),176
36152,79354,61.08.01.2008,61,08,01,2008,6108012008,0,1,Mu'un (Muun),Ngabang,Kabupaten,Landak,Kalimantan Barat,180
36292,86750,53.15.08.2014,53,15,08,2014,5315082014,0,1,Golo Ru'a,Ndoso,Kabupaten,Manggarai Barat,Nusa Tenggara Timur (NTT),181
36428,38964,17.04.07.2019,17,04,07,2019,1704072019,0,1,Pasar Jum'at (Pasar Jumat),Nasal,Kabupaten,Kaur,Bengkulu,182
36538,91856,73.26.03.2003,73,26,03,2003,7326032003,0,1,Lili'kira' (Lilikira),Nanggala,Kabupaten,Toraja Utara,Sulawesi Selatan,182
36541,91856,73.26.03.2008,73,26,03,2008,7326032008,0,1,Nanna' Nanggala (Nanna Nanggala),Nanggala,Kabupaten,Toraja Utara,Sulawesi Selatan,182
37306,37216,15.08.08.2009,15,08,08,2009,1508082009,0,1,Pekan Jum'at,Muko-muko Bathin VII,Kabupaten,Bungo,Jambi,186
37081,71571,63.09.06.1006,63,09,06,1006,6309061006,1,0,Mabu'un (Mabuun),Murung Pudak,Kabupaten,Tabalong,Kalimantan Selatan,185
37095,73911,62.12.01.2007,62,12,01,2007,6212012007,0,1,Muara Ja'an (Muara Jaan),Murung,Kabupaten,Murung Raya,Kalimantan Tengah,185
37098,73911,62.12.01.2005,62,12,01,2005,6212012005,0,1,Panu'ut (Panuut / Panaout),Murung,Kabupaten,Murung Raya,Kalimantan Tengah,185
38321,22862,12.25.04.2002,12,25,04,2002,1225042002,0,1,Gunungbaru (Gunung Baru),Moro'o,Kabupaten,Nias Barat,Sumatera Utara,191
38322,22862,12.25.04.2006,12,25,04,2006,1225042006,0,1,Halifadolo (Hilifadolo),Moro'o,Kabupaten,Nias Barat,Sumatera Utara,191
38323,22862,12.25.04.2003,12,25,04,2003,1225042003,0,1,Hilisoromi (Hili Soromi),Moro'o,Kabupaten,Nias Barat,Sumatera Utara,191
38324,22862,12.25.04.2008,12,25,04,2008,1225042008,0,1,Hiliwaele (Hili Waele),Moro'o,Kabupaten,Nias Barat,Sumatera Utara,191
38325,22862,12.25.04.2001,12,25,04,2001,1225042001,0,1,Hiliwaloo II,Moro'o,Kabupaten,Nias Barat,Sumatera Utara,191
38326,22862,12.25.04.2007,12,25,04,2007,1225042007,0,1,Lasara Bahili,Moro'o,Kabupaten,Nias Barat,Sumatera Utara,191
38327,22862,12.25.04.2010,12,25,04,2010,1225042010,0,1,Onozalukhu You,Moro'o,Kabupaten,Nias Barat,Sumatera Utara,191
38328,22862,12.25.04.2004,12,25,04,2004,1225042004,0,1,Siduahili (Sidua Hili),Moro'o,Kabupaten,Nias Barat,Sumatera Utara,191
38329,22862,12.25.04.2005,12,25,04,2005,1225042005,0,1,Sitolubanua Fadoro (Sitolu Banua Fadoro),Moro'o,Kabupaten,Nias Barat,Sumatera Utara,191
38330,22862,12.25.04.2009,12,25,04,2009,1225042009,0,1,Sitoluewali (Sitolu Ewali),Moro'o,Kabupaten,Nias Barat,Sumatera Utara,191
38342,94964,72.12.06.2005,72,12,06,2005,7212062005,0,1,Tiwa'a (Tiwaa),Mori Utara,Kabupaten,Morowali Utara,Sulawesi Tengah,191
38606,85543,53.02.30.2004,53,02,30,2004,5302302004,0,1,Oel'ekam,Mollo Tengah,Kabupaten,Timor Tengah Selatan,Nusa Tenggara Timur (NTT),193
38592,85552,53.02.03.2016,53,02,03,2016,5302032016,0,1,Kokfe'u,Mollo Utara,Kabupaten,Timor Tengah Selatan,Nusa Tenggara Timur (NTT),192
38597,85552,53.02.03.2001,53,02,03,2001,5302032001,0,1,O'besi (Obesi),Mollo Utara,Kabupaten,Timor Tengah Selatan,Nusa Tenggara Timur (NTT),192
38600,85552,53.02.03.2017,53,02,03,2017,5302032017,0,1,To'fen,Mollo Utara,Kabupaten,Timor Tengah Selatan,Nusa Tenggara Timur (NTT),192
39075,85661,53.03.02.2028,53,03,02,2028,5303022028,0,1,Sa'tab,Miomaffo Barat (Miomafo Barat),Kabupaten,Timor Tengah Utara,Nusa Tenggara Timur (NTT),195
39919,79360,61.08.06.2018,61,08,06,2018,6108062018,0,1,Ta'as (Ta As),Menyuke,Kabupaten,Landak,Kalimantan Barat,199
40066,79362,61.08.03.2005,61,08,03,2005,6108032005,0,1,Re'es (Rees),Menjalin,Kabupaten,Landak,Kalimantan Barat,200
40092,91870,73.18.12.2026,73,18,12,2026,7318122026,0,1,Ke'pe Tinoring (Ke Pe Tinoring),Mengkendek,Kabupaten,Tana Toraja,Sulawesi Selatan,200
40095,91870,73.18.12.2018,73,18,12,2018,7318122018,0,1,Pa'tengko,Mengkendek,Kabupaten,Tana Toraja,Sulawesi Selatan,200
40100,91870,73.18.12.1002,73,18,12,1002,7318121002,1,0,Rante Kalua' (Rante Kalua),Mengkendek,Kabupaten,Tana Toraja,Sulawesi Selatan,200
40751,22873,12.14.17.2001,12,14,17,2001,1214172001,0,1,Tetegawa'ai,Mazo,Kabupaten,Nias Selatan,Sumatera Utara,203
40752,22873,12.14.17.2011,12,14,17,2011,1214172011,0,1,Tetegawa'ai Ehomo,Mazo,Kabupaten,Nias Selatan,Sumatera Utara,203
40759,22865,12.14.13.2001,12,14,13,2001,1214132001,0,1,Hilizalo'otano,Mazino,Kabupaten,Nias Selatan,Sumatera Utara,203
40760,22865,12.14.13.2006,12,14,13,2006,1214132006,0,1,Hilizalo'otano Laowo,Mazino,Kabupaten,Nias Selatan,Sumatera Utara,203
40761,22865,12.14.13.2007,12,14,13,2007,1214132007,0,1,Hilizalo'otano Larono,Mazino,Kabupaten,Nias Selatan,Sumatera Utara,203
41021,91350,76.04.09.2006,76,04,09,2006,7604092006,0,1,Ba'ba Tapua,Matangnga,Kabupaten,Polewali Mandar,Sulawesi Barat,205
41112,93770,74.06.08.2011,74,06,08,2011,7406082011,0,1,Pu'u Waeya,Mata Oleo,Kabupaten,Bombana,Sulawesi Tenggara,205
41190,91894,73.18.31.2004,73,18,31,2004,7318312004,0,1,Pondingao' (Pondingao),Masanda,Kabupaten,Tana Toraja,Sulawesi Selatan,205
41192,91894,73.18.31.2008,73,18,31,2008,7318312008,0,1,Sesesalu (Sese Salu / Sese'alu),Masanda,Kabupaten,Tana Toraja,Sulawesi Selatan,205
40235,79363,61.08.02.2005,61,08,02,2005,6108022005,0,1,Sala'as,Mempawah Hulu,Kabupaten,Landak,Kalimantan Barat,201
40389,32276,16.09.08.2015,16,09,08,2015,1609082015,0,1,Pere'an,Mekakau Ilir,Kabupaten,Ogan Komering Ulu Selatan,Sumatera Selatan,201
41777,92232,73.05.01.2010,73,05,01,2010,7305012010,0,1,Pa'batangang,Mappakasunggu,Kabupaten,Takalar,Sulawesi Selatan,208
41226,91757,73.16.11.2003,73,16,11,2003,7316112003,0,1,Batu Ke'de (Batu Kede),Masalle,Kabupaten,Enrekang,Sulawesi Selatan,206
